customer_id,first_name,last_name,age_group,gender,region,loyalty_tier,registration_date,email_opt_in,is_active
CUST00094,Sophia,Martin,18-24,Female,North West,Gold,2022-11-19,True,True
CUST00095,David,Chen,18-24,Male,East of England,Silver,2023-07-10,False,True
CUST00096,Jack,Robinson,35-44,Prefer not to say,London,Bronze,2024-02-18,False,True
CUST00097,Isabella,Johnson,35-44,Prefer not to say,London,Bronze,2023-10-08,True,False
CUST00098,David,Wilson,65+,Male,East of England,Silver,2022-04-27,True,True
CUST00099,Sarah,Thompson,45-54,Prefer not to say,London,Bronze,2023-05-10,True,False
CUST00100,Emily,Clark,55-64,Female,North West,Bronze,2022-10-10,True,False
CUST00101,Michael,Roberts,45-54,Prefer not to say,East of England,Bronze,2023-08-17,False,True
CUST00102,Isla,Thompson,55-64,Female,South East,Gold,2022-11-26,True,True
CUST00103,Sofia,Ali,65+,Prefer not to say,Wales,Silver,2023-04-30,True,True
CUST00104,Aisha,Evans,45-54,Male,East of England,Silver,2023-08-28,True,True
CUST00105,Freddie,Brown,45-54,Female,South East,Silver,2023-11-02,True,False
CUST00106,Sofia,Martin,65+,Prefer not to say,North East,Silver,2024-05-22,True,True
CUST00107,Grace,Wood,65+,Male,South West,Bronze,2022-08-29,True,True
CUST00108,Lily,Jones,18-24,Female,North West,Bronze,2023-12-12,True,True
CUST00109,Emily,Lewis,25-34,Male,London,Gold,2022-09-08,True,True
CUST00110,Freddie,Wood,45-54,Prefer not to say,South East,Bronze,2023-08-21,True,False
CUST00111,Grace,Johnson,18-24,Female,Scotland,Platinum,2023-04-22,True,True
CUST00112,Sophia,Ahmed,35-44,Male,Wales,Gold,2023-03-11,True,True
CUST00113,Priya,Jackson,65+,Female,London,Gold,2023-08-09,False,True
CUST00114,Jack,Sharma,35-44,Male,East Midlands,Bronze,2023-08-03,True,True
CUST00115,Alfie,Evans,65+,Prefer not to say,London,Gold,2023-11-26,True,True
CUST00116,Alfie,Davies,35-44,Female,Yorkshire,Bronze,2024-01-20,True,True
CUST00117,Rahul,Watson,25-34,Female,North East,Platinum,2024-06-16,True,True
CUST00118,Jacob,Ahmed,18-24,Male,Yorkshire,Bronze,2022-12-13,False,False
CUST00119,Rahul,Davies,45-54,Male,South East,Bronze,2024-04-03,True,True
CUST00120,Sophia,Ali,65+,Female,London,Bronze,2023-11-20,True,True
CUST00121,Mohammed,Wood,65+,Male,West Midlands,Silver,2023-07-29,True,True
CUST00122,Alfie,Williams,18-24,Female,Wales,Bronze,2022-04-30,True,False
CUST00123,Sofia,Ahmed,35-44,Prefer not to say,Scotland,Silver,2022-05-19,False,True
CUST00124,Freddie,Chen,65+,Male,North West,Silver,2024-01-15,True,True
CUST00125,Ava,Kim,45-54,Male,North West,Bronze,2023-01-15,True,True
CUST00126,Priya,Taylor,45-54,Female,London,Bronze,2023-10-23,False,True
CUST00127,Oliver,Taylor,35-44,Male,Wales,Gold,2022-08-06,True,True
CUST00128,Ava,Robinson,25-34,Female,Yorkshire,Gold,2024-02-23,True,True
CUST00129,Alfie,White,25-34,Male,West Midlands,Bronze,2022-05-29,True,True
CUST00130,Isabella,Martin,18-24,Male,South East,Bronze,2024-03-18,False,True
CUST00131,George,Hussain,45-54,Female,East of England,Bronze,2024-02-03,True,False
CUST00132,Lily,Ahmed,65+,Male,London,Silver,2022-02-14,False,True
CUST00133,Michael,Kim,18-24,Male,South East,Bronze,2022-04-21,True,True
CUST00134,Mohammed,Ali,55-64,Prefer not to say,South East,Silver,2023-10-11,False,True
CUST00135,Jacob,Robinson,45-54,Female,North East,Bronze,2023-12-20,False,True
CUST00136,Charlie,Martin,45-54,Female,West Midlands,Bronze,2024-01-18,True,True
CUST00137,George,Davies,18-24,Male,South West,Silver,2023-05-01,True,True
CUST00138,Jack,Clark,65+,Male,South West,Gold,2023-07-24,False,False
CUST00139,Jack,Jackson,55-64,Female,South East,Silver,2024-01-09,True,True
CUST00140,Mia,Evans,35-44,Prefer not to say,South East,Gold,2023-05-09,True,True
CUST00141,Oliver,Watson,18-24,Male,South East,Gold,2024-05-15,True,True
CUST00142,Freddie,Khan,18-24,Male,Yorkshire,Platinum,2022-07-05,True,True
CUST00143,Sofia,Chen,45-54,Female,London,Bronze,2022-08-09,True,True
CUST00144,Noah,Taylor,25-34,Male,Yorkshire,Bronze,2023-08-05,True,True
CUST00145,Thomas,Sharma,55-64,Female,South West,Bronze,2023-11-09,True,True
CUST00146,Grace,Sharma,55-64,Prefer not to say,South East,Bronze,2022-04-24,True,True
CUST00147,Ava,Thomas,35-44,Female,South East,Bronze,2022-11-05,False,True
CUST00148,Mia,Patel,18-24,Female,North West,Bronze,2023-01-25,True,True
CUST00149,Mohammed,Lee,55-64,Female,Yorkshire,Bronze,2022-03-21,True,True
CUST00150,Olivia,Ahmed,65+,Female,London,Gold,2022-11-29,True,True
CUST00151,Noah,Khan,35-44,Prefer not to say,South East,Bronze,2023-02-15,True,True
CUST00152,Jacob,Walker,35-44,Female,Yorkshire,Gold,2023-10-11,True,True
CUST00153,Sophia,Walker,25-34,Prefer not to say,London,Gold,2022-05-30,True,True
CUST00154,Michael,Ahmed,55-64,Prefer not to say,South West,Gold,2024-03-02,True,False
CUST00155,Mohammed,Roberts,45-54,Male,East of England,Silver,2023-10-05,True,True
CUST00156,George,Harris,45-54,Female,London,Bronze,2022-12-27,True,True
CUST00157,Noah,Ali,45-54,Prefer not to say,East Midlands,Gold,2024-06-03,True,True
CUST00158,Isla,Martin,55-64,Female,East of England,Platinum,2024-04-09,False,True
CUST00159,Aisha,Davies,55-64,Prefer not to say,London,Bronze,2024-05-07,False,False
CUST00160,Olivia,Singh,35-44,Female,South West,Gold,2023-06-21,True,True
CUST00161,Aisha,Brown,35-44,Male,East Midlands,Bronze,2023-10-25,True,True
CUST00162,Freddie,Clark,18-24,Prefer not to say,West Midlands,Gold,2023-11-04,True,False
CUST00163,Daniel,Thomas,55-64,Prefer not to say,Scotland,Bronze,2023-12-17,False,True
CUST00164,Alfie,Davies,65+,Prefer not to say,South West,Bronze,2022-12-03,True,True
CUST00165,Aisha,Sharma,25-34,Male,Wales,Bronze,2022-08-08,True,False
CUST00166,Harry,Clark,55-64,Male,East Midlands,Bronze,2022-04-14,True,False
CUST00167,Olivia,Kim,18-24,Female,South East,Silver,2024-02-29,False,True
CUST00168,Jessica,Wood,55-64,Male,South East,Gold,2024-02-10,False,False
CUST00169,Rahul,Kim,45-54,Female,Yorkshire,Silver,2022-07-18,False,False
CUST00170,Isla,Thomas,35-44,Male,West Midlands,Gold,2024-04-16,True,True
CUST00171,Jacob,Jackson,18-24,Male,South East,Gold,2023-06-13,True,False
CUST00172,Mia,Kim,35-44,Male,South West,Bronze,2022-04-04,True,True
CUST00173,Rahul,Wood,18-24,Female,Scotland,Gold,2022-03-25,True,True
CUST00174,Harry,Jackson,45-54,Prefer not to say,North West,Gold,2022-05-21,False,True
CUST00175,Noah,Jones,35-44,Male,North West,Silver,2022-01-06,False,True
CUST00176,Isabella,Harris,18-24,Male,South East,Silver,2022-10-23,False,True
CUST00177,Michael,Jones,65+,Prefer not to say,East Midlands,Silver,2024-05-06,True,True
CUST00178,Priya,Thompson,55-64,Female,London,Silver,2023-09-22,True,True
CUST00179,Oliver,Ali,45-54,Male,West Midlands,Platinum,2023-06-23,True,True
CUST00180,George,Patel,25-34,Prefer not to say,West Midlands,Bronze,2023-01-01,True,True
CUST00181,Aisha,Lewis,65+,Female,Wales,Silver,2022-12-27,True,True
CUST00182,David,Williams,35-44,Male,London,Bronze,2022-03-06,True,True
CUST00183,Daniel,Hussain,35-44,Male,Yorkshire,Bronze,2022-11-14,True,False
CUST00184,Aisha,Watson,18-24,Female,South West,Bronze,2022-02-18,False,False
CUST00185,Aisha,Lewis,45-54,Prefer not to say,East of England,Gold,2023-01-31,True,True
CUST00186,Thomas,Davies,45-54,Prefer not to say,Wales,Bronze,2024-01-15,True,True
CUST00187,Mohammed,Jackson,35-44,Female,East Midlands,Bronze,2022-03-23,False,True
CUST00188,Priya,Lee,35-44,Prefer not to say,Wales,Platinum,2022-02-13,True,True
CUST00189,Rahul,Johnson,18-24,Male,North West,Silver,2023-02-20,False,True
CUST00190,Isabella,Singh,35-44,Female,Scotland,Bronze,2022-03-10,True,True
CUST00191,Rahul,Kim,18-24,Prefer not to say,London,Bronze,2023-01-15,True,True
CUST00192,Jacob,Jones,65+,Male,East of England,Bronze,2022-09-13,True,True
CUST00193,Jessica,Robinson,55-64,Female,West Midlands,Platinum,2022-09-24,True,True
CUST00194,George,Kim,25-34,Prefer not to say,South West,Bronze,2024-05-23,True,True
CUST00195,George,Jackson,35-44,Male,Yorkshire,Gold,2023-12-28,True,True
CUST00196,Mia,Wilson,25-34,Male,South East,Silver,2023-06-05,True,True
CUST00197,David,Thomas,55-64,Male,London,Bronze,2023-01-13,False,True
CUST00198,Emily,Brown,25-34,Female,West Midlands,Bronze,2024-02-27,True,True
CUST00199,Amelia,Thomas,45-54,Prefer not to say,North East,Bronze,2024-04-28,True,True
CUST00200,Olivia,Johnson,35-44,Prefer not to say,South East,Platinum,2022-11-08,True,False
CUST00201,Isla,Watson,25-34,Prefer not to say,South East,Silver,2022-09-14,True,True
CUST00202,Freddie,Johnson,65+,Prefer not to say,Yorkshire,Silver,2023-08-18,True,False
CUST00203,Noah,Williams,65+,Prefer not to say,South East,Bronze,2022-01-30,False,True
CUST00204,Michael,Jackson,65+,Female,East of England,Gold,2022-02-01,False,True
CUST00205,Jack,Johnson,45-54,Female,East of England,Bronze,2022-03-16,True,True
CUST00206,Mohammed,Patel,45-54,Male,Yorkshire,Silver,2024-01-06,True,True
CUST00207,Jacob,Watson,45-54,Male,London,Bronze,2023-04-23,False,False
CUST00208,Isabella,Johnson,35-44,Prefer not to say,Yorkshire,Bronze,2023-03-05,True,True
CUST00209,David,Sharma,35-44,Female,London,Platinum,2023-06-12,False,False
CUST00210,Priya,Taylor,18-24,Female,East of England,Gold,2022-08-09,False,True
CUST00211,Charlie,Lee,25-34,Female,Yorkshire,Gold,2022-01-09,True,True
CUST00212,Isla,Singh,55-64,Female,London,Silver,2022-02-22,True,False
CUST00213,Jacob,Thomas,18-24,Female,South West,Platinum,2023-10-01,True,True
CUST00214,Daniel,Williams,18-24,Male,London,Bronze,2022-07-23,False,True
CUST00215,Alfie,Martin,55-64,Female,London,Platinum,2022-06-02,True,True
CUST00216,Michael,Harris,45-54,Male,South East,Silver,2023-06-04,False,True
CUST00217,Oliver,Hussain,35-44,Prefer not to say,North West,Gold,2024-03-26,True,True
CUST00218,Sarah,Johnson,55-64,Prefer not to say,Yorkshire,Gold,2023-08-21,False,True
CUST00219,Isabella,Williams,55-64,Prefer not to say,London,Bronze,2023-11-29,True,True
CUST00220,Ava,Chen,55-64,Prefer not to say,Scotland,Gold,2023-02-27,True,True
CUST00221,Ava,Martin,65+,Female,East of England,Bronze,2023-06-16,True,True
CUST00222,Aisha,Patel,65+,Prefer not to say,West Midlands,Gold,2023-06-30,True,True
CUST00223,Isabella,Watson,55-64,Female,South East,Platinum,2022-07-16,True,True
CUST00224,Ava,Sharma,35-44,Female,South East,Platinum,2023-12-23,True,True
CUST00225,Sofia,Khan,35-44,Male,South East,Bronze,2023-08-11,True,True
CUST00226,Sophia,Hussain,25-34,Male,North West,Bronze,2023-03-29,True,True
CUST00227,Isabella,Thompson,18-24,Prefer not to say,North East,Bronze,2023-09-23,True,True
CUST00228,Aisha,Hussain,18-24,Prefer not to say,Yorkshire,Bronze,2023-02-28,True,True
CUST00229,Sarah,Hussain,65+,Male,Yorkshire,Bronze,2024-06-18,True,True
CUST00230,Noah,Wood,55-64,Prefer not to say,Yorkshire,Platinum,2024-02-27,True,True
CUST00231,Amelia,Williams,45-54,Female,London,Silver,2024-05-07,True,False
CUST00232,Lily,Evans,35-44,Female,East of England,Silver,2022-01-10,False,False
CUST00233,David,Watson,25-34,Male,South East,Silver,2022-05-18,True,True
CUST00234,Aisha,Jackson,55-64,Prefer not to say,Yorkshire,Bronze,2022-01-15,False,False
CUST00235,Mohammed,Davies,45-54,Prefer not to say,London,Platinum,2023-06-12,False,True
CUST00236,James,White,45-54,Male,South West,Bronze,2022-09-12,True,True
CUST00237,James,White,65+,Female,West Midlands,Bronze,2024-01-11,True,True
CUST00238,Daniel,Harris,65+,Male,West Midlands,Platinum,2022-06-13,True,True
CUST00239,Alfie,Hussain,25-34,Female,Yorkshire,Silver,2022-08-13,False,True
CUST00240,Ava,Thompson,65+,Prefer not to say,North West,Bronze,2023-04-28,False,True
CUST00241,George,Wilson,18-24,Prefer not to say,North East,Bronze,2023-01-06,True,True
CUST00242,Jessica,Wilson,65+,Male,Yorkshire,Silver,2024-05-24,False,True
CUST00243,Alfie,Chen,45-54,Prefer not to say,London,Silver,2023-04-10,True,True
CUST00244,Sophia,Smith,65+,Male,East Midlands,Bronze,2023-02-10,True,True
CUST00245,Jack,Brown,45-54,Male,South East,Bronze,2023-07-09,True,True
CUST00246,Emily,Singh,45-54,Female,North West,Gold,2024-01-17,False,True
CUST00247,Alfie,Patel,18-24,Male,Wales,Bronze,2023-11-09,True,True
CUST00248,James,Jones,35-44,Female,West Midlands,Silver,2022-08-17,False,False
CUST00249,David,Patel,25-34,Female,London,Gold,2022-09-11,True,True
CUST00250,Emily,Jones,25-34,Male,London,Silver,2023-11-08,False,True
CUST00251,Jack,Thompson,65+,Male,South West,Bronze,2023-12-22,True,True
CUST00252,Jack,Thomas,55-64,Female,South East,Gold,2024-03-05,True,True
CUST00253,Mohammed,Thompson,35-44,Male,Wales,Silver,2024-03-02,False,True
CUST00254,Amelia,Lee,55-64,Female,London,Bronze,2022-03-04,False,True
CUST00255,Emily,Chen,25-34,Female,South West,Gold,2022-11-23,False,True
CUST00256,Lily,Roberts,45-54,Male,East Midlands,Platinum,2022-08-19,True,True
CUST00257,Ava,Clark,65+,Male,Scotland,Gold,2022-09-19,True,True
CUST00258,Isla,Taylor,35-44,Female,West Midlands,Silver,2024-04-29,True,True
CUST00259,Ava,Hussain,25-34,Female,South East,Gold,2024-02-19,True,False
CUST00260,Jacob,Hussain,25-34,Prefer not to say,East Midlands,Bronze,2024-01-30,True,True
CUST00261,Grace,Ali,45-54,Prefer not to say,West Midlands,Bronze,2024-03-05,True,True
CUST00262,David,Evans,65+,Female,Yorkshire,Bronze,2023-05-25,True,True
CUST00263,Harry,Wood,65+,Male,London,Silver,2023-02-28,False,True
CUST00264,Aisha,Wood,45-54,Prefer not to say,North West,Silver,2022-07-20,True,True
CUST00265,Michael,Sharma,45-54,Male,Yorkshire,Bronze,2024-04-21,True,True
CUST00266,Amelia,Taylor,55-64,Male,North West,Bronze,2023-05-16,True,True
CUST00267,Alfie,Wood,18-24,Prefer not to say,London,Bronze,2023-02-27,False,True
CUST00268,Sarah,Sharma,18-24,Male,East of England,Bronze,2023-09-25,True,True
CUST00269,Grace,Jones,55-64,Prefer not to say,West Midlands,Gold,2022-10-09,True,True
CUST00270,Freddie,Thompson,25-34,Prefer not to say,East of England,Gold,2022-04-09,True,True
CUST00271,Rahul,Khan,45-54,Prefer not to say,South East,Silver,2022-03-22,True,True
CUST00272,Noah,Williams,18-24,Female,South West,Silver,2024-05-18,True,True
CUST00273,Olivia,Davies,45-54,Female,West Midlands,Bronze,2023-12-21,True,False
CUST00274,Mia,Robinson,65+,Prefer not to say,East of England,Bronze,2022-02-13,True,True
CUST00275,Harry,Lewis,35-44,Male,Scotland,Silver,2022-10-15,False,False
CUST00276,Olivia,Thompson,55-64,Female,West Midlands,Silver,2022-11-03,False,True
CUST00277,Noah,Patel,18-24,Male,South West,Gold,2022-05-24,True,True
CUST00278,Daniel,Martin,18-24,Prefer not to say,South East,Platinum,2023-09-21,False,True
CUST00279,Sofia,Lee,25-34,Prefer not to say,East Midlands,Bronze,2023-07-21,True,True
CUST00280,George,Davies,35-44,Male,South West,Gold,2024-01-01,True,True
CUST00281,Rahul,Evans,18-24,Male,Scotland,Bronze,2022-11-21,True,True
CUST00282,Amelia,Lee,45-54,Prefer not to say,East Midlands,Bronze,2022-03-31,True,True
CUST00283,Noah,Martin,45-54,Male,South East,Bronze,2023-07-22,True,True
CUST00284,Isabella,Johnson,65+,Female,London,Bronze,2023-07-27,True,True
CUST00285,Olivia,Lee,35-44,Female,South East,Gold,2022-03-06,True,True
CUST00286,Michael,Walker,45-54,Male,London,Bronze,2022-09-10,False,True
CUST00287,Sofia,Clark,45-54,Female,South West,Gold,2023-09-28,True,True
CUST00288,Isla,Hussain,35-44,Male,Scotland,Platinum,2023-09-10,True,True
CUST00289,Michael,Thompson,35-44,Female,South East,Gold,2023-10-11,True,True
CUST00290,Isla,Lewis,65+,Prefer not to say,London,Silver,2023-08-01,True,True
CUST00291,George,Chen,65+,Female,London,Bronze,2022-10-26,True,True
CUST00292,Thomas,Ali,18-24,Female,Wales,Silver,2024-01-03,False,True
CUST00293,Emily,Williams,35-44,Prefer not to say,North East,Silver,2024-06-09,True,True
CUST00294,Priya,Johnson,65+,Prefer not to say,London,Platinum,2022-09-12,False,False
CUST00295,Thomas,Evans,18-24,Male,South East,Silver,2022-12-06,True,True
CUST00296,David,Roberts,35-44,Male,East of England,Bronze,2023-02-05,True,True
CUST00297,Freddie,Patel,35-44,Female,East of England,Bronze,2024-01-18,False,True
CUST00298,Jessica,Kim,35-44,Male,South East,Gold,2022-04-10,True,True
CUST00299,Charlie,Johnson,65+,Male,East of England,Silver,2022-12-18,True,True
CUST00300,Mia,Khan,65+,Male,London,Silver,2023-04-19,False,True
CUST00301,Isla,Kim,55-64,Female,South West,Silver,2023-09-21,True,True
CUST00302,George,Evans,55-64,Male,South East,Bronze,2023-12-22,True,True
CUST00303,Michael,Martin,55-64,Female,West Midlands,Silver,2024-06-02,True,True
CUST00304,Amelia,Harris,55-64,Prefer not to say,London,Bronze,2023-04-14,True,True
CUST00305,Amelia,Singh,65+,Male,East of England,Bronze,2022-04-30,True,True
CUST00306,Amelia,Sharma,65+,Prefer not to say,West Midlands,Silver,2023-03-10,True,True
CUST00307,Grace,Thomas,25-34,Female,North West,Silver,2023-05-17,True,False
CUST00308,Alfie,Walker,45-54,Prefer not to say,East of England,Silver,2023-05-12,False,True
CUST00309,Jessica,Sharma,25-34,Male,East Midlands,Gold,2024-05-10,True,True
CUST00310,Mia,Jackson,25-34,Female,East Midlands,Gold,2022-10-09,False,True
CUST00311,Jacob,Watson,55-64,Female,East Midlands,Gold,2022-04-26,False,True
CUST00312,Charlie,Thompson,35-44,Male,South West,Bronze,2023-03-12,True,True
CUST00313,Isabella,Robinson,65+,Prefer not to say,West Midlands,Gold,2022-05-01,False,True
CUST00314,Ava,Robinson,18-24,Prefer not to say,South East,Bronze,2022-05-23,True,True
CUST00315,Grace,Jackson,55-64,Female,Scotland,Silver,2023-12-22,True,True
CUST00316,Emily,Taylor,35-44,Prefer not to say,London,Gold,2024-02-08,True,True
CUST00317,Isabella,Khan,45-54,Male,East Midlands,Bronze,2022-11-26,False,True
CUST00318,Noah,Khan,55-64,Prefer not to say,South East,Platinum,2022-03-19,True,True
CUST00319,Mohammed,Smith,65+,Male,Yorkshire,Silver,2023-05-15,True,False
CUST00320,Daniel,Robinson,45-54,Male,East of England,Bronze,2024-03-25,True,True
CUST00321,Alfie,Sharma,35-44,Prefer not to say,Yorkshire,Bronze,2023-08-15,False,True
CUST00322,Olivia,Kim,45-54,Male,Wales,Bronze,2024-05-28,True,False
CUST00323,Olivia,Watson,18-24,Prefer not to say,South East,Bronze,2022-11-06,True,True
CUST00324,Lily,Wood,45-54,Prefer not to say,London,Bronze,2023-10-03,True,True
CUST00325,Mia,Kim,18-24,Male,West Midlands,Gold,2022-05-16,False,True
CUST00326,George,Wood,45-54,Male,Yorkshire,Bronze,2023-05-05,True,True
